Method,Top_K,Meta_Model,FS_Method,Best_n,Fold,R2,MSE,MAE
RandomAverage,10,None,None,10,1,0.7829070028914886,4088.0134384852486,50.586216251323116
RandomAverage,10,None,None,10,2,0.8866865883575952,2692.556351086086,39.361752317638725
RandomAverage,10,None,None,10,3,0.7595529295540728,3671.3594454637464,48.81284097315996
RandomAverage,10,None,None,10,4,0.7452046930479933,5277.090621494896,55.6562212246249
RandomAverage,10,None,None,10,5,0.7028013135096878,6124.862339928305,58.36963527642398
RandomAverage,10,None,None,10,6,0.7701236509092673,5177.481237566414,54.761275489239914
RandomAverage,10,None,None,10,7,0.843582560697735,2989.142212363079,42.584212411560124
RandomAverage,10,None,None,10,8,0.707839215842185,5634.839710643641,54.443523668359546
RandomAverage,10,None,None,10,9,0.7586252307417457,4158.968820063313,49.48673694106018
RandomAverage,10,None,None,10,10,0.7070620027657498,6093.231861068112,50.97102093248281
TopKAverage,10,None,None,10,1,0.7874885148800297,4001.74035355301,49.64461826514358
TopKAverage,10,None,None,10,2,0.8989390765026838,2401.412396513639,38.05982652345734
TopKAverage,10,None,None,10,3,0.7618238138040186,3636.685567653002,48.43918716819633
TopKAverage,10,None,None,10,4,0.7625976919977928,4916.862512368278,52.797163019456626
TopKAverage,10,None,None,10,5,0.7256183157827141,5654.634831245583,56.674192538817174
TopKAverage,10,None,None,10,6,0.7772188177612949,5017.677528315419,53.14682944704395
TopKAverage,10,None,None,10,7,0.8535400901138471,2798.853510276413,41.865531479473304
TopKAverage,10,None,None,10,8,0.7354453328497192,5102.406705238294,51.39940283864056
TopKAverage,10,None,None,10,9,0.7571561067429774,4184.282322889065,49.20109804817925
TopKAverage,10,None,None,10,10,0.7450737688150693,5302.571358934727,48.5815610835347
FS_MetaModel,10,LinearRegression,RF,6,1,0.7848465006235199,4051.491335524498,48.92666372525094
FS_MetaModel,10,LinearRegression,RF,6,2,0.8924114127496915,2556.5229190997966,39.42790242114622
FS_MetaModel,10,LinearRegression,RF,6,3,0.7464402115274087,3871.576071491312,49.596268276238746
FS_MetaModel,10,LinearRegression,RF,6,4,0.7605021598399586,4960.263284656564,52.93376130546965
FS_MetaModel,10,LinearRegression,RF,6,5,0.7130814549899052,5913.002549614694,58.925541563006846
FS_MetaModel,10,LinearRegression,RF,6,6,0.762577166541245,5347.449924556488,54.8035363587314
FS_MetaModel,10,LinearRegression,RF,6,7,0.8525782595447313,2817.234122873768,42.80875152692247
FS_MetaModel,10,LinearRegression,RF,6,8,0.726715000912046,5270.786665031011,52.73229916470815
FS_MetaModel,10,LinearRegression,RF,6,9,0.7416947621814836,4450.686513124493,51.54541075507768
FS_MetaModel,10,LinearRegression,RF,6,10,0.7494200827653462,5212.1662258005135,48.92704201085707
FS_MetaModel,10,LinearRegression,RFE_RF,6,1,0.7848465006235199,4051.491335524496,48.926663725250904
FS_MetaModel,10,LinearRegression,RFE_RF,6,2,0.8924114127496916,2556.522919099795,39.427902421146214
FS_MetaModel,10,LinearRegression,RFE_RF,6,3,0.7412671539401918,3950.562909632174,49.843123229533894
FS_MetaModel,10,LinearRegression,RFE_RF,6,4,0.7605021598399585,4960.263284656567,52.93376130546966
FS_MetaModel,10,LinearRegression,RFE_RF,6,5,0.7130814549899049,5913.002549614699,58.92554156300691
FS_MetaModel,10,LinearRegression,RFE_RF,6,6,0.7682834883414509,5218.927028778197,53.584582299088865
FS_MetaModel,10,LinearRegression,RFE_RF,6,7,0.8521159261762326,2826.0693281688305,42.89132274613165
FS_MetaModel,10,LinearRegression,RFE_RF,6,8,0.7267150009120458,5270.786665031014,52.732299164708145
FS_MetaModel,10,LinearRegression,RFE_RF,6,9,0.7381309706431236,4512.0918453172135,52.01797430827992
FS_MetaModel,10,LinearRegression,RFE_RF,6,10,0.7494200827653462,5212.166225800514,48.92704201085707
FS_MetaModel,10,LinearRegression,XGB,6,1,0.7807699590086852,4128.255474054765,50.61248319919269
FS_MetaModel,10,LinearRegression,XGB,6,2,0.8998602633657802,2379.52312936674,37.313112771772275
FS_MetaModel,10,LinearRegression,XGB,6,3,0.7384721562952996,3993.239416293675,50.26603676670332
FS_MetaModel,10,LinearRegression,XGB,6,4,0.7528006929701617,5119.769121229974,53.86538303199047
FS_MetaModel,10,LinearRegression,XGB,6,5,0.7124062642681184,5926.917315769881,58.915025661518655
FS_MetaModel,10,LinearRegression,XGB,6,6,0.7682834883414509,5218.9270287781965,53.584582299088865
FS_MetaModel,10,LinearRegression,XGB,6,7,0.8510963470198076,2845.553518096182,41.60349806220569
FS_MetaModel,10,LinearRegression,XGB,6,8,0.7230080337748941,5342.2821112480215,53.09607300887203
FS_MetaModel,10,LinearRegression,XGB,6,9,0.737962069678163,4515.002066004771,51.864087254102955
FS_MetaModel,10,LinearRegression,XGB,6,10,0.7481281133217309,5239.0397261715425,48.27642382686484
FS_MetaModel,10,LinearRegression,RF_XGB,6,1,0.7883002673936566,3986.454484231429,49.33206023266803
FS_MetaModel,10,LinearRegression,RF_XGB,6,2,0.8890572634366427,2636.2243057621413,39.68501654755678
FS_MetaModel,10,LinearRegression,RF_XGB,6,3,0.7384721562952994,3993.239416293676,50.26603676670332
FS_MetaModel,10,LinearRegression,RF_XGB,6,4,0.7605021598399585,4960.263284656567,52.93376130546966
FS_MetaModel,10,LinearRegression,RF_XGB,6,5,0.7130814549899053,5913.002549614692,58.92554156300686
FS_MetaModel,10,LinearRegression,RF_XGB,6,6,0.7682834883414509,5218.927028778198,53.584582299088865
FS_MetaModel,10,LinearRegression,RF_XGB,6,7,0.8521159261762328,2826.069328168828,42.89132274613163
FS_MetaModel,10,LinearRegression,RF_XGB,6,8,0.7267150009120458,5270.786665031014,52.73229916470815
FS_MetaModel,10,LinearRegression,RF_XGB,6,9,0.7381309706431237,4512.091845317213,52.01797430827992
FS_MetaModel,10,LinearRegression,RF_XGB,6,10,0.7481281133217309,5239.0397261715425,48.27642382686484
RandomAverage,20,None,None,20,1,0.7841654475369148,4064.316042942268,50.0779325791689
RandomAverage,20,None,None,20,2,0.8934997376951223,2530.662112321578,38.85616443313337
RandomAverage,20,None,None,20,3,0.755245465060169,3737.1296394044116,48.85727488314655
RandomAverage,20,None,None,20,4,0.748266810739945,5213.670801297202,54.83821454879334
RandomAverage,20,None,None,20,5,0.7082703188746258,6012.1535477322595,58.17632068062073
RandomAverage,20,None,None,20,6,0.7743261008638711,5082.8298918414785,54.49118068031443
RandomAverage,20,None,None,20,7,0.8486590596661739,2892.13015651261,41.66902136393578
RandomAverage,20,None,None,20,8,0.7111033690267535,5571.884718107424,53.565751185419735
RandomAverage,20,None,None,20,9,0.7589320896607599,4153.6815372198735,49.6045507583404
RandomAverage,20,None,None,20,10,0.7082718123084566,6068.067320718129,51.5135765095659
TopKAverage,20,None,None,20,1,0.7861641339218486,4026.679376123195,50.43205640568892
TopKAverage,20,None,None,20,2,0.8934283042071539,2532.3595167940184,39.13787930130037
TopKAverage,20,None,None,20,3,0.767763934033602,3545.986535755354,47.844545165561094
TopKAverage,20,None,None,20,4,0.761470188311233,4940.214351934014,53.501233357450474
TopKAverage,20,None,None,20,5,0.7176101565709269,5819.672144659227,57.84440718510333
TopKAverage,20,None,None,20,6,0.7735268139106313,5100.832149229851,53.80990293930068
TopKAverage,20,None,None,20,7,0.8441195995573096,2978.87938277071,42.95221821146457
TopKAverage,20,None,None,20,8,0.7241459682080909,5320.335024301464,52.77469969419495
TopKAverage,20,None,None,20,9,0.7605854597443948,4125.193412106409,48.69119404141195
TopKAverage,20,None,None,20,10,0.7331523175416469,5550.542490761989,49.38736256189642
FS_MetaModel,20,LinearRegression,RF,6,1,0.7800402718965121,4141.99599429348,49.780478476347966
FS_MetaModel,20,LinearRegression,RF,6,2,0.8922187081366486,2561.1019713250507,39.344618180336546
FS_MetaModel,20,LinearRegression,RF,6,3,0.74225726599551,3935.444999317781,50.14701380249304
FS_MetaModel,20,LinearRegression,RF,6,4,0.7566785799343427,5039.453823532001,53.53455742328741
FS_MetaModel,20,LinearRegression,RF,6,5,0.724081396201024,5686.308661895901,57.587351870636844
FS_MetaModel,20,LinearRegression,RF,6,6,0.7610375242771671,5382.127128045923,54.568623463704675
FS_MetaModel,20,LinearRegression,RF,6,7,0.8554432338433912,2762.4843734106626,42.42455364198157
FS_MetaModel,20,LinearRegression,RF,6,8,0.7276168668676202,5253.392578022393,52.68166861862792
FS_MetaModel,20,LinearRegression,RF,6,9,0.7410112704500768,4462.463306566606,51.687721830670625
FS_MetaModel,20,LinearRegression,RF,6,10,0.7477410384579701,5247.09104390688,48.988914805173636
FS_MetaModel,20,LinearRegression,RFE_RF,6,1,0.7868493673716516,4013.7759495336495,48.90043036734335
FS_MetaModel,20,LinearRegression,RFE_RF,6,2,0.889421417607414,2627.5712645106864,39.53230831908291
FS_MetaModel,20,LinearRegression,RFE_RF,6,3,0.74225726599551,3935.444999317781,50.14701380249302
FS_MetaModel,20,LinearRegression,RFE_RF,6,4,0.7585943249633941,4999.776640121842,54.106662521271055
FS_MetaModel,20,LinearRegression,RFE_RF,6,5,0.7208137186256076,5753.65107029295,57.93708500855156
FS_MetaModel,20,LinearRegression,RFE_RF,6,6,0.761037524277167,5382.127128045925,54.568623463704675
FS_MetaModel,20,LinearRegression,RFE_RF,6,7,0.8552542754921507,2766.0953734793943,42.34874322273197
FS_MetaModel,20,LinearRegression,RFE_RF,6,8,0.7276168668676204,5253.392578022388,52.68166861862792
FS_MetaModel,20,LinearRegression,RFE_RF,6,9,0.7435738195112105,4418.309720514971,51.37734457847143
FS_MetaModel,20,LinearRegression,RFE_RF,6,10,0.7471834732780354,5258.688630942621,49.2367634158942
FS_MetaModel,20,LinearRegression,XGB,7,1,0.7705472354509875,4320.756530461017,51.89319415141529
FS_MetaModel,20,LinearRegression,XGB,7,2,0.8809435662231009,2829.022198319247,41.34331763173744
FS_MetaModel,20,LinearRegression,XGB,7,3,0.7830579519145672,3312.4638860418895,46.51945345154242
FS_MetaModel,20,LinearRegression,XGB,7,4,0.7437326017217616,5307.5792495021005,55.42005424166313
FS_MetaModel,20,LinearRegression,XGB,7,5,0.7167824690222224,5836.729663843292,58.492098321479375
FS_MetaModel,20,LinearRegression,XGB,7,6,0.7575990179998856,5459.572249330899,55.023516711736306
FS_MetaModel,20,LinearRegression,XGB,7,7,0.8630114629417709,2617.8552759665786,41.0374327638268
FS_MetaModel,20,LinearRegression,XGB,7,8,0.725271968551942,5298.6181074674,52.3658023680419
FS_MetaModel,20,LinearRegression,XGB,7,9,0.7449880400676636,4393.942222548819,51.24387738699253
FS_MetaModel,20,LinearRegression,XGB,7,10,0.7353653701822465,5504.51007780349,49.001795352493836
FS_MetaModel,20,LinearRegression,RF_XGB,7,1,0.7743295178853009,4249.533498739309,50.48578101553108
FS_MetaModel,20,LinearRegression,RF_XGB,7,2,0.8852925350126145,2725.681884360347,40.079675509268036
FS_MetaModel,20,LinearRegression,RF_XGB,7,3,0.742812086072261,3926.9735135744318,49.938752592603734
FS_MetaModel,20,LinearRegression,RF_XGB,7,4,0.7562721283019422,5047.8718832015065,53.58041335608584
FS_MetaModel,20,LinearRegression,RF_XGB,7,5,0.7232923366892196,5702.570109565427,57.84008538272848
FS_MetaModel,20,LinearRegression,RF_XGB,7,6,0.7590953307022741,5425.870953078404,54.7069761616612
FS_MetaModel,20,LinearRegression,RF_XGB,7,7,0.8571371734840995,2730.1131332994405,42.25459292094369
FS_MetaModel,20,LinearRegression,RF_XGB,7,8,0.7274999458203624,5255.647608114804,52.63372307689128
FS_MetaModel,20,LinearRegression,RF_XGB,7,9,0.7410309623036827,4462.124009276305,51.34797616454739
FS_MetaModel,20,LinearRegression,RF_XGB,7,10,0.7459677352177176,5283.9764869182245,48.3587802938769
RandomAverage,30,None,None,30,1,0.786324620987245,4023.6572920910885,49.36810477763604
RandomAverage,30,None,None,30,2,0.8943799260467543,2509.747052912564,38.413422731257846
RandomAverage,30,None,None,30,3,0.7625482442663529,3625.624319888411,48.38191353731674
RandomAverage,30,None,None,30,4,0.7501157755992605,5175.376708539817,54.53697257534475
RandomAverage,30,None,None,30,5,0.7080784225667307,6016.108270693109,57.975890363442055
RandomAverage,30,None,None,30,6,0.7730681383592644,5111.162851238673,54.51511000216093
RandomAverage,30,None,None,30,7,0.8523045198502242,2822.4652970938587,41.54171287045333
RandomAverage,30,None,None,30,8,0.715147049382777,5493.895159334325,53.062697117236326
RandomAverage,30,None,None,30,9,0.7573589136335023,4180.787891649302,49.54637227800521
RandomAverage,30,None,None,30,10,0.7105684457149242,6020.296393158016,51.19743519148773
TopKAverage,30,None,None,30,1,0.7848308499738917,4051.786048236805,49.91660934609296
TopKAverage,30,None,None,30,2,0.895176587786404,2490.816755115776,39.007005428132615
TopKAverage,30,None,None,30,3,0.7589409664697524,3680.703441403177,48.259803497198405
TopKAverage,30,None,None,30,4,0.7549979003037598,5074.2625443926145,53.85496691312795
TopKAverage,30,None,None,30,5,0.7198107769456366,5774.320339721228,57.39569270143746
TopKAverage,30,None,None,30,6,0.768948388057707,5203.95156123055,54.83245813066656
TopKAverage,30,None,None,30,7,0.8499438805609517,2867.577188576058,42.256697388588385
TopKAverage,30,None,None,30,8,0.7206024503664115,5388.678060507459,52.773812790942074
TopKAverage,30,None,None,30,9,0.7560657773073098,4203.069067421121,49.24862188486206
TopKAverage,30,None,None,30,10,0.7272825095197117,5672.636932573194,50.655325148965005
FS_MetaModel,30,LinearRegression,RF,6,1,0.7757965225471437,4221.908771770636,50.44531351023799
FS_MetaModel,30,LinearRegression,RF,6,2,0.8922187081366486,2561.1019713250494,39.34461818033653
FS_MetaModel,30,LinearRegression,RF,6,3,0.7422572659955096,3935.444999317787,50.147013802493056
FS_MetaModel,30,LinearRegression,RF,6,4,0.759919391379785,4972.3330594592235,52.98912118427076
FS_MetaModel,30,LinearRegression,RF,6,5,0.724081396201024,5686.308661895901,57.587351870636844
FS_MetaModel,30,LinearRegression,RF,6,6,0.7610375242771671,5382.127128045923,54.56862346370468
FS_MetaModel,30,LinearRegression,RF,6,7,0.8552542754921506,2766.095373479396,42.34874322273198
FS_MetaModel,30,LinearRegression,RF,6,8,0.7276168668676202,5253.392578022393,52.68166861862792
FS_MetaModel,30,LinearRegression,RF,6,9,0.7430976154484066,4426.514877397253,51.20109676443001
FS_MetaModel,30,LinearRegression,RF,6,10,0.7468615715931264,5265.3843195222435,48.1502375850947
FS_MetaModel,30,LinearRegression,RFE_RF,7,1,0.7800529894516054,4141.756513808994,49.777133639118986
FS_MetaModel,30,LinearRegression,RFE_RF,7,2,0.8912732238507785,2583.568594488827,39.48513305491912
FS_MetaModel,30,LinearRegression,RFE_RF,7,3,0.7472952970413103,3858.519866346788,49.89560757724947
FS_MetaModel,30,LinearRegression,RFE_RF,7,4,0.7608989551168038,4952.045218715153,53.82097784666829
FS_MetaModel,30,LinearRegression,RFE_RF,7,5,0.7232923366892194,5702.5701095654285,57.840085382728496
FS_MetaModel,30,LinearRegression,RFE_RF,7,6,0.7641687736436442,5311.6023223875645,54.30887671014073
FS_MetaModel,30,LinearRegression,RFE_RF,7,7,0.8547802645100847,2775.1537383390773,42.409536740593545
FS_MetaModel,30,LinearRegression,RFE_RF,7,8,0.7276700899396178,5252.366076534594,52.23139683483133
FS_MetaModel,30,LinearRegression,RFE_RF,7,9,0.7402683986477885,4475.263238690892,51.85192646090178
FS_MetaModel,30,LinearRegression,RFE_RF,7,10,0.7477404650947634,5247.102970099425,49.19978280939318
FS_MetaModel,30,LinearRegression,XGB,8,1,0.7578948392783016,4559.010026759316,54.64518281885851
FS_MetaModel,30,LinearRegression,XGB,8,2,0.8890812080864879,2635.655332345129,40.46205532943104
FS_MetaModel,30,LinearRegression,XGB,8,3,0.7719297627862963,3482.3789621175288,47.800550497995054
FS_MetaModel,30,LinearRegression,XGB,8,4,0.7561828286215204,5049.721377651359,53.42107760098679
FS_MetaModel,30,LinearRegression,XGB,8,5,0.7213879681293764,5741.81656590502,58.14711474229985
FS_MetaModel,30,LinearRegression,XGB,8,6,0.7648875961341859,5295.41235777119,52.94980628241275
FS_MetaModel,30,LinearRegression,XGB,8,7,0.8584397935691558,2705.220022273696,41.90360816974101
FS_MetaModel,30,LinearRegression,XGB,8,8,0.7225416424053153,5351.277297297989,52.56564761410219
FS_MetaModel,30,LinearRegression,XGB,8,9,0.7367872933951465,4535.243858246063,52.095822104876866
FS_MetaModel,30,LinearRegression,XGB,8,10,0.7281661957036614,5654.255893370139,49.975370594017605
FS_MetaModel,30,LinearRegression,RF_XGB,7,1,0.7712333226177388,4307.837027782403,50.95826146610813
FS_MetaModel,30,LinearRegression,RF_XGB,7,2,0.8918034268255804,2570.969897066556,39.086226143264774
FS_MetaModel,30,LinearRegression,RF_XGB,7,3,0.7472952970413104,3858.519866346787,49.89560757724947
FS_MetaModel,30,LinearRegression,RF_XGB,7,4,0.7594186429026574,4982.7041103391975,53.046348978411935
FS_MetaModel,30,LinearRegression,RF_XGB,7,5,0.7258432174970105,5649.999911568289,57.35715174921905
FS_MetaModel,30,LinearRegression,RF_XGB,7,6,0.7657682243189406,5275.57806023743,53.737380445163794
FS_MetaModel,30,LinearRegression,RF_XGB,7,7,0.8571371734840993,2730.113133299441,42.25459292094371
FS_MetaModel,30,LinearRegression,RF_XGB,7,8,0.7240319797943054,5322.5334933478925,52.69608954423417
FS_MetaModel,30,LinearRegression,RF_XGB,7,9,0.7391231808252832,4494.995728671585,51.822964030469926
FS_MetaModel,30,LinearRegression,RF_XGB,7,10,0.7454080742534177,5295.61766713815,48.973517250327355
RandomAverage,37,None,None,37,1,0.7838408484247832,4070.4284719482152,49.39425573231211
RandomAverage,37,None,None,37,2,0.8953926967643989,2485.6815677377494,38.069140258059875
RandomAverage,37,None,None,37,3,0.7609460210542085,3650.088487044776,48.30988657980039
RandomAverage,37,None,None,37,4,0.7468766449466064,5242.462661548116,54.914139559566316
RandomAverage,37,None,None,37,5,0.7097352816779785,5981.96264881002,57.801350735939536
RandomAverage,37,None,None,37,6,0.771393323009082,5148.884544167312,54.767412844371215
RandomAverage,37,None,None,37,7,0.8525211534395316,2818.325422350332,41.659032236249004
RandomAverage,37,None,None,37,8,0.7144382778785471,5507.565076839921,53.28741613036887
RandomAverage,37,None,None,37,9,0.7599367772441186,4136.370430736234,49.306094455564946
RandomAverage,37,None,None,37,10,0.7108580397682812,6014.272716716751,51.238412404571314
TopKAverage,37,None,None,37,1,0.7838408484247832,4070.428471948216,49.39425573231211
TopKAverage,37,None,None,37,2,0.8953926967643989,2485.6815677377494,38.06914025805988
TopKAverage,37,None,None,37,3,0.7609460210542085,3650.0884870447762,48.30988657980041
TopKAverage,37,None,None,37,4,0.7468766449466064,5242.462661548115,54.914139559566316
TopKAverage,37,None,None,37,5,0.7097352816779785,5981.96264881002,57.80135073593955
TopKAverage,37,None,None,37,6,0.771393323009082,5148.884544167312,54.767412844371215
TopKAverage,37,None,None,37,7,0.8525211534395316,2818.325422350333,41.65903223624902
TopKAverage,37,None,None,37,8,0.7144382778785471,5507.565076839921,53.287416130368875
TopKAverage,37,None,None,37,9,0.7599367772441187,4136.370430736232,49.306094455564946
TopKAverage,37,None,None,37,10,0.7108580397682813,6014.2727167167495,51.238412404571314
FS_MetaModel,37,LinearRegression,RF,7,1,0.7744811807559671,4246.677580484644,50.46555403869258
FS_MetaModel,37,LinearRegression,RF,7,2,0.8921780126193739,2562.0689793068123,39.37344549955621
FS_MetaModel,37,LinearRegression,RF,7,3,0.7402075091575069,3966.742507389516,50.458599857089816
FS_MetaModel,37,LinearRegression,RF,7,4,0.7597628012273201,4975.576213483038,53.144659109007044
FS_MetaModel,37,LinearRegression,RF,7,5,0.7210987787943139,5747.776366361578,57.983094883713285
FS_MetaModel,37,LinearRegression,RF,7,6,0.7627914752109723,5342.623072551268,54.34790755362434
FS_MetaModel,37,LinearRegression,RF,7,7,0.8559156377279155,2753.4567202358335,42.358804878233066
FS_MetaModel,37,LinearRegression,RF,7,8,0.7275873084353884,5253.962664894949,52.66207251299826
FS_MetaModel,37,LinearRegression,RF,7,9,0.7430367705278209,4427.563255934715,51.19235970144032
FS_MetaModel,37,LinearRegression,RF,7,10,0.743506082172062,5335.179891428051,48.352981720038144
FS_MetaModel,37,LinearRegression,RFE_RF,7,1,0.7791238360762066,4159.253123721039,49.95560823713352
FS_MetaModel,37,LinearRegression,RFE_RF,7,2,0.8921780126193743,2562.0689793068013,39.37344549955612
FS_MetaModel,37,LinearRegression,RFE_RF,7,3,0.7504575766025382,3810.235373153423,49.31312520617075
FS_MetaModel,37,LinearRegression,RFE_RF,7,4,0.7604111104297429,4962.149017931993,53.82848816150527
FS_MetaModel,37,LinearRegression,RFE_RF,7,5,0.7174937721851133,5822.070669195264,58.334779510743864
FS_MetaModel,37,LinearRegression,RFE_RF,7,6,0.7627914752109723,5342.623072551268,54.34790755362434
FS_MetaModel,37,LinearRegression,RFE_RF,7,7,0.8559156377279156,2753.456720235831,42.35880487823304
FS_MetaModel,37,LinearRegression,RFE_RF,7,8,0.7275873084353888,5253.962664894943,52.66207251299824
FS_MetaModel,37,LinearRegression,RFE_RF,7,9,0.7375534868546632,4522.0420860887725,52.04516784255536
FS_MetaModel,37,LinearRegression,RFE_RF,7,10,0.7398928405918535,5410.336815166621,48.68893138078932
FS_MetaModel,37,LinearRegression,XGB,11,1,0.7579873689321985,4557.2676284616855,52.76358014402408
FS_MetaModel,37,LinearRegression,XGB,11,2,0.8989016772767385,2402.3010779317074,38.265763351628344
FS_MetaModel,37,LinearRegression,XGB,11,3,0.7466312814847813,3868.658645666813,50.293926921159205
FS_MetaModel,37,LinearRegression,XGB,11,4,0.7570396780233439,5031.975085553257,54.047635479025764
FS_MetaModel,37,LinearRegression,XGB,11,5,0.7182382002396379,5806.729015402011,58.252939133619584
FS_MetaModel,37,LinearRegression,XGB,11,6,0.7596383613752223,5413.640329389914,53.95240757126357
FS_MetaModel,37,LinearRegression,XGB,11,7,0.8553551967939368,2764.1667642102425,42.36767392983908
FS_MetaModel,37,LinearRegression,XGB,11,8,0.7199740728741815,5400.797436681432,51.86654323220803
FS_MetaModel,37,LinearRegression,XGB,11,9,0.7411979625881264,4459.246537956177,51.676336523101455
FS_MetaModel,37,LinearRegression,XGB,11,10,0.725842024485904,5702.599618828507,50.62774419439323
FS_MetaModel,37,LinearRegression,RF_XGB,8,1,0.7741359060628349,4253.179345185914,50.849101608597906
FS_MetaModel,37,LinearRegression,RF_XGB,8,2,0.8921798102185593,2562.026264706367,39.464510310554104
FS_MetaModel,37,LinearRegression,RF_XGB,8,3,0.7458945640052254,3879.907502524123,49.92281082278277
FS_MetaModel,37,LinearRegression,RF_XGB,8,4,0.759662098172249,4977.661884344991,53.15351693611878
FS_MetaModel,37,LinearRegression,RF_XGB,8,5,0.7177436885153846,5816.920232167807,58.27369268165147
FS_MetaModel,37,LinearRegression,RF_XGB,8,6,0.7544097210811156,5531.404454006476,55.19575598277222
FS_MetaModel,37,LinearRegression,RF_XGB,8,7,0.8571993942913874,2728.9240917041975,42.2320659889344
FS_MetaModel,37,LinearRegression,RF_XGB,8,8,0.725495235918922,5294.311999687821,52.44543358341559
FS_MetaModel,37,LinearRegression,RF_XGB,8,9,0.7415183534110685,4453.726095836456,51.408273003784515
FS_MetaModel,37,LinearRegression,RF_XGB,8,10,0.741133796008068,5384.524427727522,48.58734227894497
